PersonID,Age,Sex,RuralStatus
30534510,Between 50 and 64 years old,Female,Large Metro
30534621,Between 21 and 23 years old,Female,Large Metro
30536148,Between 21 and 23 years old,Female,Small metro
30536913,Between 26 and 29 years old,Male,Large Metro
30537137,Between 18 and 20 years old,Female,Large Metro
30539341,65 years old or older,Male,Small metro
30540351,24 or 25 years old,Female,Small metro
30540353,24 or 25 years old,Female,Nonmetro
30541064,Between 35 and 49 years old,Male,Nonmetro
30542204,24 or 25 years old,Male,Small metro
30542973,Between 50 and 64 years old,Female,Large Metro
30543371,Between 35 and 49 years old,Female,Small metro
30544582,Between 30 and 34 years old,Female,Small metro
30544862,Between 35 and 49 years old,Female,Large Metro
30546100,Between 18 and 20 years old,Female,Nonmetro
30546403,Between 35 and 49 years old,Male,Small metro
30548235,Between 30 and 34 years old,Female,Large Metro
30548786,Between 35 and 49 years old,Female,Large Metro
30549768,Between 21 and 23 years old,Female,Nonmetro
30549967,14 or 15 years old,Female,Large Metro
30550964,12 or 13 years old,Male,Nonmetro
30552008,Between 35 and 49 years old,Male,Small metro
30552082,Between 35 and 49 years old,Female,Small metro
30553988,Between 50 and 64 years old,Male,Nonmetro
30554316,Between 50 and 64 years old,Female,Large Metro
30554362,65 years old or older,Female,Nonmetro
30554826,24 or 25 years old,Male,Nonmetro
30555159,Between 26 and 29 years old,Male,Small metro
30555819,Between 50 and 64 years old,Female,Nonmetro
30556276,Between 35 and 49 years old,Female,Small metro
30556356,Between 35 and 49 years old,Male,Nonmetro
30556560,Between 26 and 29 years old,Male,Small metro
30556833,Between 18 and 20 years old,Male,Small metro
30557411,16 or 17 years old,Male,Large Metro
30557682,12 or 13 years old,Male,Large Metro
30559852,65 years old or older,Male,Small metro
30559888,Between 18 and 20 years old,Female,Large Metro
30560349,Between 35 and 49 years old,Male,Nonmetro
30561085,65 years old or older,Male,Large Metro
30561361,12 or 13 years old,Male,Small metro
30561422,Between 35 and 49 years old,Male,Large Metro
30561767,Between 35 and 49 years old,Male,Small metro
30561864,Between 26 and 29 years old,Male,Large Metro
30563130,Between 30 and 34 years old,Female,Large Metro
30564258,Between 35 and 49 years old,Male,Small metro
30567060,Between 30 and 34 years old,Female,Large Metro
30567534,24 or 25 years old,Male,Large Metro
30568083,Between 50 and 64 years old,Male,Nonmetro
30568560,Between 21 and 23 years old,Female,Small metro
30569429,12 or 13 years old,Female,Nonmetro
30569598,14 or 15 years old,Female,Small metro
30570773,14 or 15 years old,Female,Nonmetro
30570972,Between 35 and 49 years old,Female,Small metro
30572600,12 or 13 years old,Female,Small metro
30573535,14 or 15 years old,Female,Large Metro
30574137,Between 21 and 23 years old,Male,Small metro
30574778,Between 35 and 49 years old,Female,Nonmetro
30575343,16 or 17 years old,Female,Small metro
30576556,12 or 13 years old,Male,Small metro
30577007,Between 50 and 64 years old,Female,Large Metro
30577077,12 or 13 years old,Female,Large Metro
30577414,24 or 25 years old,Male,Large Metro
30577551,65 years old or older,Female,Large Metro
30578428,Between 50 and 64 years old,Female,Large Metro
30578694,24 or 25 years old,Female,Nonmetro
30578722,Between 30 and 34 years old,Male,Nonmetro
30580711,Between 50 and 64 years old,Male,Small metro
30581412,65 years old or older,Male,Large Metro
30583673,Between 18 and 20 years old,Male,Small metro
30585711,Between 50 and 64 years old,Female,Large Metro
30586135,65 years old or older,Male,Small metro
30586493,Between 35 and 49 years old,Male,Small metro
30586519,Between 18 and 20 years old,Male,Nonmetro
30586568,Between 35 and 49 years old,Female,Large Metro
30586678,16 or 17 years old,Male,Small metro
30587108,65 years old or older,Male,Small metro
30587554,65 years old or older,Male,Small metro
30588313,Between 18 and 20 years old,Female,Large Metro
30588417,24 or 25 years old,Female,Nonmetro
30588474,Between 26 and 29 years old,Female,Large Metro
30588704,Between 26 and 29 years old,Female,Small metro
30590577,Between 30 and 34 years old,Male,Large Metro
30590768,Between 35 and 49 years old,Female,Large Metro
30592471,14 or 15 years old,Female,Large Metro
30592806,Between 18 and 20 years old,Male,Large Metro
30593421,16 or 17 years old,Female,Nonmetro
30594386,Between 30 and 34 years old,Male,Nonmetro
30595192,65 years old or older,Female,Nonmetro
30595526,12 or 13 years old,Male,Large Metro
30596477,65 years old or older,Female,Large Metro
30596891,Between 30 and 34 years old,Female,Nonmetro
30597202,Between 50 and 64 years old,Male,Large Metro
30599355,Between 35 and 49 years old,Female,Small metro
30599459,Between 18 and 20 years old,Female,Large Metro
30600068,Between 35 and 49 years old,Male,Large Metro
30600616,Between 50 and 64 years old,Female,Large Metro
30601181,65 years old or older,Male,Large Metro
30601589,Between 35 and 49 years old,Female,Nonmetro
30601839,16 or 17 years old,Male,Nonmetro
30603016,Between 26 and 29 years old,Male,Small metro
30603258,Between 21 and 23 years old,Female,Large Metro
30604001,Between 50 and 64 years old,Male,Large Metro
30605092,14 or 15 years old,Female,Nonmetro
30605663,Between 18 and 20 years old,Male,Small metro
30605900,12 or 13 years old,Male,Large Metro
30609809,16 or 17 years old,Female,Nonmetro
30610689,65 years old or older,Male,Large Metro
30611600,Between 35 and 49 years old,Male,Large Metro
30613242,Between 50 and 64 years old,Female,Large Metro
30614370,Between 50 and 64 years old,Male,Nonmetro
30614922,Between 50 and 64 years old,Female,Small metro
30615749,16 or 17 years old,Female,Large Metro
30615792,Between 26 and 29 years old,Female,Small metro
30616086,14 or 15 years old,Male,Large Metro
30616260,Between 50 and 64 years old,Female,Large Metro
30616297,65 years old or older,Female,Large Metro
30616558,Between 30 and 34 years old,Male,Large Metro
30617173,16 or 17 years old,Male,Large Metro
30618531,16 or 17 years old,Male,Large Metro
30618643,Between 35 and 49 years old,Female,Small metro
30618896,16 or 17 years old,Female,Small metro
30619466,Between 35 and 49 years old,Female,Small metro
30619589,24 or 25 years old,Female,Small metro
30619758,Between 30 and 34 years old,Female,Large Metro
30619834,Between 50 and 64 years old,Male,Large Metro
30620155,Between 26 and 29 years old,Female,Small metro
30620447,Between 18 and 20 years old,Male,Large Metro
30621580,Between 50 and 64 years old,Male,Large Metro
30621847,65 years old or older,Male,Large Metro
30622610,Between 50 and 64 years old,Female,Large Metro
30623879,Between 21 and 23 years old,Female,Large Metro
30625287,Between 50 and 64 years old,Female,Large Metro
30625378,Between 21 and 23 years old,Male,Large Metro
30626293,Between 30 and 34 years old,Female,Small metro
30626641,Between 30 and 34 years old,Male,Small metro
30626672,Between 18 and 20 years old,Female,Small metro
30628873,Between 35 and 49 years old,Female,Large Metro
30629285,Between 18 and 20 years old,Male,Small metro
30629470,Between 35 and 49 years old,Female,Small metro
30629612,Between 30 and 34 years old,Female,Nonmetro
30629765,65 years old or older,Female,Large Metro
30630469,12 or 13 years old,Female,Small metro
30630964,Between 26 and 29 years old,Female,Small metro
30631079,14 or 15 years old,Female,Small metro
30631444,24 or 25 years old,Female,Large Metro
30631736,14 or 15 years old,Female,Small metro
30632683,Between 18 and 20 years old,Male,Small metro
30634011,24 or 25 years old,Female,Nonmetro
30635225,Between 35 and 49 years old,Female,Large Metro
30635673,Between 30 and 34 years old,Male,Nonmetro
30636014,Between 26 and 29 years old,Male,Large Metro
30637241,Between 21 and 23 years old,Female,Small metro
30637962,65 years old or older,Female,Small metro
30637963,24 or 25 years old,Male,Large Metro
30638239,16 or 17 years old,Female,Large Metro
30638398,12 or 13 years old,Male,Large Metro
30638654,Between 35 and 49 years old,Female,Small metro
30639049,Between 30 and 34 years old,Male,Small metro
30639376,Between 21 and 23 years old,Female,Nonmetro
30639525,Between 35 and 49 years old,Female,Small metro
30639962,Between 18 and 20 years old,Male,Small metro
30640387,Between 18 and 20 years old,Male,Small metro
30641843,Between 30 and 34 years old,Male,Large Metro
30642120,Between 35 and 49 years old,Male,Small metro
30643867,Between 35 and 49 years old,Female,Nonmetro
30644361,Between 35 and 49 years old,Female,Nonmetro
30644529,Between 30 and 34 years old,Male,Small metro
30645056,Between 50 and 64 years old,Female,Large Metro
30648261,16 or 17 years old,Male,Nonmetro
30649868,Between 18 and 20 years old,Female,Small metro
30650694,Between 26 and 29 years old,Female,Small metro
30651495,Between 30 and 34 years old,Female,Large Metro
30651879,Between 30 and 34 years old,Female,Small metro
30652302,Between 30 and 34 years old,Female,Nonmetro
30653268,Between 35 and 49 years old,Male,Small metro
30655013,65 years old or older,Female,Small metro
30655095,65 years old or older,Female,Large Metro
30656629,Between 35 and 49 years old,Male,Small metro
30656973,Between 21 and 23 years old,Male,Large Metro
30658508,24 or 25 years old,Female,Large Metro
30659371,Between 21 and 23 years old,Male,Small metro
30660551,Between 35 and 49 years old,Female,Large Metro
30661778,Between 30 and 34 years old,Male,Small metro
30664833,Between 30 and 34 years old,Female,Nonmetro
30664835,Between 50 and 64 years old,Female,Nonmetro
30666080,Between 50 and 64 years old,Female,Nonmetro
30667353,Between 35 and 49 years old,Female,Large Metro
30668303,Between 26 and 29 years old,Male,Small metro
30669114,24 or 25 years old,Female,Large Metro
30670417,Between 35 and 49 years old,Male,Small metro
30671319,65 years old or older,Female,Small metro
30671327,Between 18 and 20 years old,Male,Nonmetro
30671463,24 or 25 years old,Male,Nonmetro
30671576,Between 35 and 49 years old,Male,Small metro
30672267,Between 18 and 20 years old,Male,Large Metro
30672819,14 or 15 years old,Male,Large Metro
30672901,Between 50 and 64 years old,Male,Nonmetro
30673732,Between 50 and 64 years old,Female,Nonmetro
30673749,Between 35 and 49 years old,Male,Nonmetro
30673773,Between 30 and 34 years old,Male,Large Metro
30674021,14 or 15 years old,Female,Large Metro
30674306,Between 35 and 49 years old,Female,Large Metro
30675277,65 years old or older,Male,Large Metro
30676243,Between 30 and 34 years old,Female,Large Metro
30676759,Between 30 and 34 years old,Female,Large Metro
30676848,Between 18 and 20 years old,Male,Small metro
30677618,Between 30 and 34 years old,Female,Nonmetro
30678995,Between 21 and 23 years old,Female,Small metro
30679076,14 or 15 years old,Female,Small metro
30679366,24 or 25 years old,Male,Large Metro
30681040,24 or 25 years old,Male,Small metro
30681181,Between 30 and 34 years old,Male,Nonmetro
30681613,14 or 15 years old,Male,Large Metro
30682175,Between 21 and 23 years old,Male,Large Metro
30683175,65 years old or older,Female,Large Metro
30683537,24 or 25 years old,Female,Small metro
30685547,24 or 25 years old,Male,Small metro
30685560,Between 21 and 23 years old,Female,Large Metro
30686145,Between 21 and 23 years old,Female,Large Metro
30686728,16 or 17 years old,Female,Large Metro
30688069,Between 35 and 49 years old,Female,Large Metro
30688369,Between 30 and 34 years old,Female,Small metro
30689488,Between 18 and 20 years old,Male,Large Metro
30692042,Between 50 and 64 years old,Male,Small metro
30692136,Between 30 and 34 years old,Male,Large Metro
30692278,24 or 25 years old,Female,Large Metro
30692396,Between 18 and 20 years old,Male,Nonmetro
30692752,Between 35 and 49 years old,Male,Nonmetro
30693048,Between 35 and 49 years old,Female,Small metro
30695282,Between 35 and 49 years old,Male,Small metro
30696842,Between 26 and 29 years old,Male,Large Metro
30697641,Between 50 and 64 years old,Male,Nonmetro
30699479,Between 50 and 64 years old,Female,Small metro
30700145,12 or 13 years old,Male,Large Metro
30702139,14 or 15 years old,Male,Small metro
30703519,Between 35 and 49 years old,Female,Large Metro
30703810,Between 35 and 49 years old,Male,Large Metro
30704124,Between 21 and 23 years old,Female,Nonmetro
30707183,Between 35 and 49 years old,Female,Large Metro
30707443,Between 35 and 49 years old,Male,Large Metro
30707759,24 or 25 years old,Male,Small metro
30708331,12 or 13 years old,Male,Large Metro
30709037,Between 26 and 29 years old,Male,Large Metro
30709255,Between 35 and 49 years old,Female,Nonmetro
30709528,16 or 17 years old,Male,Nonmetro
30709816,65 years old or older,Female,Small metro
30711310,24 or 25 years old,Female,Large Metro
30711877,Between 35 and 49 years old,Female,Large Metro
30712470,Between 50 and 64 years old,Female,Small metro
30716385,24 or 25 years old,Male,Large Metro
30717757,Between 21 and 23 years old,Female,Small metro
30718221,Between 50 and 64 years old,Female,Small metro
30718346,Between 30 and 34 years old,Female,Nonmetro
30719928,Between 35 and 49 years old,Female,Large Metro
30720244,Between 35 and 49 years old,Female,Small metro
30720798,Between 35 and 49 years old,Female,Small metro
30721293,Between 35 and 49 years old,Male,Large Metro
30721957,65 years old or older,Female,Nonmetro
30722240,Between 21 and 23 years old,Female,Small metro
30722886,Between 35 and 49 years old,Male,Large Metro
30722951,Between 26 and 29 years old,Male,Small metro
30723150,Between 21 and 23 years old,Male,Large Metro
30724590,Between 18 and 20 years old,Female,Small metro
30724714,Between 35 and 49 years old,Female,Nonmetro
30725183,Between 50 and 64 years old,Male,Large Metro
30725665,Between 26 and 29 years old,Male,Small metro
30726878,Between 50 and 64 years old,Female,Nonmetro
30728263,Between 18 and 20 years old,Male,Large Metro
30728586,Between 35 and 49 years old,Male,Nonmetro
30728811,Between 35 and 49 years old,Female,Large Metro
30728955,Between 35 and 49 years old,Female,Small metro
30730097,14 or 15 years old,Female,Small metro
30730320,65 years old or older,Male,Small metro
30730696,Between 35 and 49 years old,Female,Small metro
30731377,Between 35 and 49 years old,Male,Nonmetro
30732930,12 or 13 years old,Female,Small metro
30733040,14 or 15 years old,Male,Large Metro
30733078,24 or 25 years old,Female,Small metro
30733935,Between 18 and 20 years old,Male,Small metro
30734984,65 years old or older,Male,Small metro
30735836,Between 30 and 34 years old,Female,Small metro
30736551,Between 35 and 49 years old,Male,Large Metro
30738476,Between 18 and 20 years old,Female,Nonmetro
30739055,14 or 15 years old,Male,Small metro
30741834,Between 30 and 34 years old,Male,Small metro
30743435,14 or 15 years old,Female,Large Metro
30743804,Between 30 and 34 years old,Male,Small metro
30743824,Between 21 and 23 years old,Male,Nonmetro
30743885,24 or 25 years old,Male,Large Metro
30744055,Between 50 and 64 years old,Female,Large Metro
30744442,Between 35 and 49 years old,Female,Large Metro
30745876,Between 18 and 20 years old,Male,Large Metro
30746042,Between 50 and 64 years old,Female,Small metro
30746746,Between 21 and 23 years old,Male,Large Metro
30746869,Between 35 and 49 years old,Female,Large Metro
30747802,65 years old or older,Female,Large Metro
30747885,Between 30 and 34 years old,Female,Nonmetro
30748062,Between 30 and 34 years old,Female,Large Metro
30748740,Between 21 and 23 years old,Female,Large Metro
30748789,Between 18 and 20 years old,Male,Large Metro
30750247,Between 35 and 49 years old,Male,Large Metro
30751329,65 years old or older,Female,Small metro
30751406,12 or 13 years old,Female,Nonmetro
30753611,16 or 17 years old,Female,Small metro
30753846,Between 21 and 23 years old,Male,Small metro
30755880,65 years old or older,Male,Large Metro
30758405,14 or 15 years old,Female,Large Metro
30761313,14 or 15 years old,Female,Large Metro
30761405,Between 35 and 49 years old,Female,Small metro
30761717,12 or 13 years old,Female,Small metro
30762363,Between 30 and 34 years old,Female,Large Metro
30762497,Between 35 and 49 years old,Female,Large Metro
30762629,Between 50 and 64 years old,Female,Large Metro
30763854,Between 18 and 20 years old,Female,Small metro
30763914,Between 35 and 49 years old,Male,Small metro
30765432,65 years old or older,Male,Large Metro
30765561,Between 18 and 20 years old,Male,Small metro
30765679,Between 35 and 49 years old,Male,Small metro
30766595,Between 35 and 49 years old,Female,Large Metro
30767589,Between 35 and 49 years old,Female,Nonmetro
30768599,24 or 25 years old,Male,Large Metro
30768680,Between 21 and 23 years old,Male,Small metro
30769221,Between 35 and 49 years old,Male,Large Metro
30769393,Between 50 and 64 years old,Female,Large Metro
30769985,Between 30 and 34 years old,Female,Large Metro
30770123,Between 35 and 49 years old,Female,Small metro
30770621,12 or 13 years old,Male,Large Metro
30774606,Between 35 and 49 years old,Male,Small metro
30774795,Between 21 and 23 years old,Female,Small metro
30774976,Between 21 and 23 years old,Male,Small metro
30775984,Between 30 and 34 years old,Female,Nonmetro
30776915,Between 21 and 23 years old,Female,Small metro
30777649,12 or 13 years old,Female,Small metro
30777832,65 years old or older,Male,Large Metro
30778112,Between 35 and 49 years old,Male,Small metro
30778376,Between 30 and 34 years old,Female,Large Metro
30779447,14 or 15 years old,Male,Small metro
30779773,Between 35 and 49 years old,Female,Small metro
30781272,65 years old or older,Female,Nonmetro
30781435,Between 30 and 34 years old,Male,Small metro
30782121,Between 35 and 49 years old,Male,Small metro
30783859,14 or 15 years old,Female,Large Metro
30784565,Between 35 and 49 years old,Male,Nonmetro
30784590,14 or 15 years old,Female,Small metro
30784958,12 or 13 years old,Female,Small metro
30786264,Between 35 and 49 years old,Male,Large Metro
30788033,Between 50 and 64 years old,Female,Nonmetro
30788170,Between 18 and 20 years old,Female,Small metro
30788496,65 years old or older,Female,Large Metro
30788951,14 or 15 years old,Female,Large Metro
30789662,Between 26 and 29 years old,Female,Large Metro
30789833,Between 21 and 23 years old,Male,Small metro
30790088,Between 18 and 20 years old,Female,Large Metro
30790935,Between 18 and 20 years old,Male,Small metro
30792179,Between 21 and 23 years old,Male,Large Metro
30792890,Between 18 and 20 years old,Male,Nonmetro
30793409,Between 18 and 20 years old,Female,Large Metro
30793735,24 or 25 years old,Male,Small metro
30794242,24 or 25 years old,Female,Small metro
30794286,Between 21 and 23 years old,Male,Small metro
30796296,Between 21 and 23 years old,Female,Large Metro
30796503,24 or 25 years old,Female,Large Metro
30796864,Between 35 and 49 years old,Male,Large Metro
30797095,65 years old or older,Female,Large Metro
30797592,Between 26 and 29 years old,Male,Nonmetro
30798380,14 or 15 years old,Female,Large Metro
30799359,Between 21 and 23 years old,Female,Small metro
30799615,Between 50 and 64 years old,Male,Large Metro
30800121,12 or 13 years old,Female,Nonmetro
30800439,14 or 15 years old,Female,Small metro
30800513,65 years old or older,Female,Small metro
30803137,16 or 17 years old,Male,Large Metro
30803872,Between 50 and 64 years old,Male,Large Metro
30804894,Between 35 and 49 years old,Female,Small metro
30806847,Between 50 and 64 years old,Male,Nonmetro
30807081,65 years old or older,Male,Large Metro
30807731,14 or 15 years old,Female,Small metro
30807797,Between 35 and 49 years old,Male,Small metro
30810624,16 or 17 years old,Female,Large Metro
30810665,24 or 25 years old,Female,Small metro
30811286,Between 26 and 29 years old,Female,Small metro
30811321,65 years old or older,Male,Large Metro
30813009,12 or 13 years old,Male,Small metro
30815591,Between 21 and 23 years old,Female,Large Metro
30815658,12 or 13 years old,Male,Small metro
30816138,Between 35 and 49 years old,Female,Large Metro
30817916,Between 35 and 49 years old,Male,Large Metro
30818828,Between 35 and 49 years old,Male,Small metro
30820298,24 or 25 years old,Male,Large Metro
30820643,65 years old or older,Male,Large Metro
30821146,Between 35 and 49 years old,Male,Large Metro
30821475,Between 18 and 20 years old,Male,Small metro
30822285,12 or 13 years old,Male,Small metro
30822526,Between 26 and 29 years old,Female,Nonmetro
30825674,Between 50 and 64 years old,Male,Large Metro
30826247,Between 21 and 23 years old,Female,Nonmetro
30826610,Between 35 and 49 years old,Male,Nonmetro
30827260,65 years old or older,Female,Nonmetro
30828486,Between 35 and 49 years old,Male,Large Metro
30829030,Between 50 and 64 years old,Female,Nonmetro
30829142,Between 50 and 64 years old,Male,Nonmetro
30829395,Between 30 and 34 years old,Male,Large Metro
30829408,Between 50 and 64 years old,Male,Small metro
30830240,Between 21 and 23 years old,Female,Large Metro
30830581,Between 18 and 20 years old,Female,Small metro
30831306,Between 35 and 49 years old,Male,Large Metro
30831745,Between 26 and 29 years old,Female,Small metro
30831941,Between 35 and 49 years old,Male,Large Metro
30831990,Between 18 and 20 years old,Male,Nonmetro
30832885,Between 26 and 29 years old,Female,Small metro
30833419,Between 26 and 29 years old,Female,Large Metro
30833516,65 years old or older,Male,Small metro
30833755,Between 30 and 34 years old,Male,Small metro
30835737,Between 35 and 49 years old,Female,Small metro
30836889,14 or 15 years old,Male,Small metro
30837814,Between 30 and 34 years old,Male,Large Metro
30838332,Between 35 and 49 years old,Female,Large Metro
30838562,Between 21 and 23 years old,Female,Small metro
30839784,Between 35 and 49 years old,Male,Large Metro
30840426,Between 35 and 49 years old,Female,Large Metro
30840806,12 or 13 years old,Female,Large Metro
30841034,12 or 13 years old,Male,Nonmetro
30842184,65 years old or older,Female,Nonmetro
30843550,12 or 13 years old,Female,Small metro
30843659,65 years old or older,Female,Small metro
30845103,16 or 17 years old,Male,Large Metro
30847360,Between 35 and 49 years old,Male,Small metro
30847655,Between 50 and 64 years old,Female,Large Metro
30848125,Between 26 and 29 years old,Female,Large Metro
30848656,Between 50 and 64 years old,Male,Nonmetro
30849205,Between 18 and 20 years old,Female,Large Metro
30851270,14 or 15 years old,Female,Small metro
30851346,14 or 15 years old,Male,Large Metro
30851676,Between 26 and 29 years old,Female,Large Metro
30852634,16 or 17 years old,Male,Large Metro
30853105,Between 35 and 49 years old,Female,Small metro
30853793,Between 21 and 23 years old,Female,Nonmetro
30854907,16 or 17 years old,Male,Large Metro
30856049,14 or 15 years old,Female,Small metro
30856140,16 or 17 years old,Female,Large Metro
30856145,16 or 17 years old,Female,Large Metro
30857298,Between 18 and 20 years old,Female,Large Metro
30857517,12 or 13 years old,Female,Large Metro
30859481,Between 50 and 64 years old,Female,Large Metro
30860209,Between 30 and 34 years old,Female,Small metro
30860949,Between 18 and 20 years old,Female,Large Metro
30861121,14 or 15 years old,Male,Large Metro
30862412,Between 21 and 23 years old,Male,Large Metro
30862824,Between 26 and 29 years old,Male,Large Metro
30863698,24 or 25 years old,Female,Large Metro
30863813,Between 18 and 20 years old,Male,Small metro
30864498,24 or 25 years old,Female,Nonmetro
30864648,Between 50 and 64 years old,Female,Large Metro
30865568,14 or 15 years old,Male,Large Metro
30865810,Between 35 and 49 years old,Female,Large Metro
30867341,12 or 13 years old,Female,Large Metro
30867387,12 or 13 years old,Female,Large Metro
30868279,65 years old or older,Male,Nonmetro
30868405,24 or 25 years old,Female,Small metro
30869356,Between 50 and 64 years old,Male,Large Metro
30871185,Between 35 and 49 years old,Male,Large Metro
30871519,Between 26 and 29 years old,Male,Large Metro
30872815,Between 30 and 34 years old,Female,Large Metro
30873831,Between 30 and 34 years old,Female,Large Metro
30873922,16 or 17 years old,Male,Nonmetro
30874565,Between 30 and 34 years old,Male,Large Metro
30875656,16 or 17 years old,Male,Nonmetro
30876627,65 years old or older,Male,Large Metro
30876857,Between 35 and 49 years old,Female,Small metro
30876995,Between 18 and 20 years old,Female,Small metro
30877405,Between 30 and 34 years old,Male,Small metro
30878310,16 or 17 years old,Female,Small metro
30878353,Between 21 and 23 years old,Male,Small metro
30879577,14 or 15 years old,Female,Small metro
30880220,Between 35 and 49 years old,Female,Large Metro
30880264,14 or 15 years old,Male,Small metro
30882076,14 or 15 years old,Male,Large Metro
30882186,Between 35 and 49 years old,Female,Nonmetro
30883062,12 or 13 years old,Male,Large Metro
30883419,24 or 25 years old,Male,Large Metro
30884265,Between 30 and 34 years old,Female,Small metro
30884515,16 or 17 years old,Female,Nonmetro
30884681,65 years old or older,Female,Large Metro
30885789,24 or 25 years old,Female,Small metro
30887122,12 or 13 years old,Male,Large Metro
30887219,Between 35 and 49 years old,Female,Large Metro
30887792,Between 30 and 34 years old,Male,Small metro
30888786,Between 35 and 49 years old,Female,Large Metro
30891026,65 years old or older,Female,Small metro
30891744,Between 35 and 49 years old,Female,Small metro
30892062,Between 35 and 49 years old,Female,Small metro
30892558,Between 21 and 23 years old,Male,Small metro
30892986,12 or 13 years old,Female,Small metro
30893569,Between 21 and 23 years old,Male,Small metro
30893987,Between 26 and 29 years old,Female,Small metro
30895469,Between 35 and 49 years old,Female,Nonmetro
30897741,Between 30 and 34 years old,Female,Small metro
30897818,Between 35 and 49 years old,Male,Large Metro
30898244,14 or 15 years old,Male,Large Metro
30898673,Between 18 and 20 years old,Male,Large Metro
30899575,Between 21 and 23 years old,Female,Small metro
30900033,Between 35 and 49 years old,Female,Small metro
30900166,Between 26 and 29 years old,Male,Large Metro
30901604,14 or 15 years old,Male,Large Metro
30902499,Between 35 and 49 years old,Female,Large Metro
30903676,14 or 15 years old,Male,Large Metro
30904143,65 years old or older,Male,Large Metro
30904716,Between 30 and 34 years old,Male,Large Metro
30905403,Between 18 and 20 years old,Female,Small metro
30906513,Between 18 and 20 years old,Male,Small metro
30907214,Between 21 and 23 years old,Male,Small metro
30908813,14 or 15 years old,Female,Large Metro
30908862,Between 50 and 64 years old,Female,Large Metro
30910269,Between 21 and 23 years old,Female,Large Metro
30911667,Between 50 and 64 years old,Male,Nonmetro
30912173,Between 50 and 64 years old,Male,Nonmetro
30912486,Between 35 and 49 years old,Male,Small metro
30913539,Between 18 and 20 years old,Male,Small metro
30914496,65 years old or older,Female,Large Metro
30915468,Between 18 and 20 years old,Female,Large Metro
30916576,Between 35 and 49 years old,Male,Small metro
30916988,Between 35 and 49 years old,Male,Large Metro
30917789,Between 30 and 34 years old,Female,Nonmetro
30917872,Between 18 and 20 years old,Male,Small metro
30919089,Between 35 and 49 years old,Female,Nonmetro
30919115,65 years old or older,Female,Small metro
30920342,Between 21 and 23 years old,Female,Large Metro
30920475,16 or 17 years old,Male,Large Metro
30922917,Between 18 and 20 years old,Male,Small metro
30923784,65 years old or older,Male,Large Metro
30923936,Between 35 and 49 years old,Male,Large Metro
30924429,Between 50 and 64 years old,Female,Large Metro
30924786,Between 35 and 49 years old,Male,Small metro
30925163,65 years old or older,Female,Small metro
30925831,Between 30 and 34 years old,Male,Large Metro
30925908,Between 35 and 49 years old,Female,Large Metro
30926351,24 or 25 years old,Male,Large Metro
30926584,16 or 17 years old,Male,Small metro
30928459,24 or 25 years old,Female,Small metro
30928650,Between 35 and 49 years old,Male,Large Metro
30928721,Between 35 and 49 years old,Male,Small metro
30929431,Between 50 and 64 years old,Male,Small metro
30930000,Between 30 and 34 years old,Female,Large Metro
30931380,Between 30 and 34 years old,Male,Small metro
30932703,14 or 15 years old,Female,Large Metro
30932775,Between 21 and 23 years old,Female,Large Metro
30933165,Between 35 and 49 years old,Female,Small metro
30933362,65 years old or older,Female,Large Metro
30934146,Between 50 and 64 years old,Female,Small metro
30935171,Between 35 and 49 years old,Female,Small metro
30936768,Between 30 and 34 years old,Female,Nonmetro
30937795,14 or 15 years old,Male,Nonmetro
30937930,Between 35 and 49 years old,Female,Large Metro
30938116,Between 18 and 20 years old,Female,Small metro
30939995,Between 35 and 49 years old,Female,Large Metro
30942423,Between 50 and 64 years old,Female,Large Metro
30942427,65 years old or older,Male,Large Metro
30942599,14 or 15 years old,Male,Large Metro
30942632,Between 50 and 64 years old,Female,Large Metro
30943094,Between 30 and 34 years old,Female,Large Metro
30943685,Between 35 and 49 years old,Female,Small metro
30945808,12 or 13 years old,Male,Small metro
30945969,Between 35 and 49 years old,Female,Large Metro
30946658,Between 35 and 49 years old,Female,Nonmetro
30948861,Between 30 and 34 years old,Male,Large Metro
30949134,Between 21 and 23 years old,Female,Small metro
30949919,16 or 17 years old,Male,Nonmetro
30950055,Between 21 and 23 years old,Male,Nonmetro
30950565,Between 30 and 34 years old,Female,Large Metro
30951160,Between 35 and 49 years old,Male,Small metro
30951770,24 or 25 years old,Male,Small metro
30951877,Between 30 and 34 years old,Male,Small metro
30951957,65 years old or older,Male,Small metro
30952069,Between 21 and 23 years old,Female,Large Metro
30952289,Between 30 and 34 years old,Female,Nonmetro
30953677,12 or 13 years old,Female,Large Metro
30954472,Between 18 and 20 years old,Female,Small metro
30954537,Between 30 and 34 years old,Female,Large Metro
30955054,Between 21 and 23 years old,Male,Large Metro
30955357,14 or 15 years old,Male,Small metro
30955431,Between 30 and 34 years old,Female,Nonmetro
30955439,Between 30 and 34 years old,Female,Nonmetro
30955728,Between 21 and 23 years old,Female,Small metro
30955772,16 or 17 years old,Female,Large Metro
30955988,Between 50 and 64 years old,Female,Nonmetro
30956896,65 years old or older,Female,Small metro
30956912,Between 21 and 23 years old,Male,Large Metro
30957103,Between 35 and 49 years old,Female,Large Metro
30957603,65 years old or older,Female,Small metro
30958215,Between 35 and 49 years old,Female,Nonmetro
30959095,Between 18 and 20 years old,Male,Large Metro
30959561,Between 35 and 49 years old,Male,Small metro
