PersonID,Age,Sex,RuralStatus
39162847,65 years old or older,Female,Nonmetro
39162949,24 or 25 years old,Male,Small metro
39163821,Between 50 and 64 years old,Male,Large Metro
39164532,Between 18 and 20 years old,Female,Small metro
39169135,Between 50 and 64 years old,Female,Large Metro
39170417,Between 30 and 34 years old,Female,Small metro
39170755,Between 18 and 20 years old,Male,Large Metro
39171185,Between 35 and 49 years old,Male,Small metro
39172335,24 or 25 years old,Male,Large Metro
39172932,24 or 25 years old,Female,Small metro
39173959,Between 50 and 64 years old,Male,Small metro
39175091,Between 50 and 64 years old,Female,Large Metro
39175702,65 years old or older,Male,Large Metro
39176538,Between 35 and 49 years old,Male,Nonmetro
39176964,Between 50 and 64 years old,Male,Small metro
39177967,65 years old or older,Male,Large Metro
39180334,14 or 15 years old,Male,Nonmetro
39182811,Between 30 and 34 years old,Female,Large Metro
39183464,Between 26 and 29 years old,Female,Small metro
39183517,Between 30 and 34 years old,Female,Large Metro
39183660,65 years old or older,Male,Small metro
39185086,12 or 13 years old,Male,Nonmetro
39185919,65 years old or older,Female,Large Metro
39188323,Between 35 and 49 years old,Male,Small metro
39188442,65 years old or older,Male,Large Metro
39189672,Between 18 and 20 years old,Female,Large Metro
39190063,Between 30 and 34 years old,Female,Large Metro
39190852,Between 50 and 64 years old,Female,Large Metro
39191151,Between 21 and 23 years old,Male,Large Metro
39191474,Between 35 and 49 years old,Female,Large Metro
39192413,16 or 17 years old,Male,Large Metro
39192445,12 or 13 years old,Female,Large Metro
39192564,Between 30 and 34 years old,Female,Small metro
39192907,65 years old or older,Male,Nonmetro
39192960,Between 26 and 29 years old,Female,Small metro
39194381,65 years old or older,Female,Large Metro
39194993,Between 30 and 34 years old,Female,Nonmetro
39196059,Between 30 and 34 years old,Female,Large Metro
39196831,Between 35 and 49 years old,Male,Large Metro
39197564,Between 21 and 23 years old,Male,Large Metro
39198539,Between 30 and 34 years old,Female,Large Metro
39198885,12 or 13 years old,Female,Large Metro
39201121,65 years old or older,Male,Large Metro
39201238,65 years old or older,Female,Large Metro
39201813,14 or 15 years old,Female,Large Metro
39202985,Between 18 and 20 years old,Male,Large Metro
39204180,Between 35 and 49 years old,Male,Large Metro
39204696,Between 21 and 23 years old,Male,Small metro
39205179,16 or 17 years old,Male,Small metro
39206609,24 or 25 years old,Male,Small metro
39206765,Between 18 and 20 years old,Female,Nonmetro
39206960,Between 50 and 64 years old,Female,Large Metro
39207760,Between 26 and 29 years old,Male,Small metro
39207990,Between 50 and 64 years old,Male,Nonmetro
39208256,Between 50 and 64 years old,Female,Large Metro
39208498,Between 30 and 34 years old,Male,Small metro
39208656,12 or 13 years old,Female,Large Metro
39210087,Between 35 and 49 years old,Male,Small metro
39210440,24 or 25 years old,Female,Large Metro
39212047,24 or 25 years old,Female,Small metro
39213509,65 years old or older,Male,Large Metro
39214308,Between 50 and 64 years old,Female,Large Metro
39215009,Between 35 and 49 years old,Female,Large Metro
39216932,12 or 13 years old,Male,Large Metro
39218216,12 or 13 years old,Female,Small metro
39218469,Between 35 and 49 years old,Female,Small metro
39218886,Between 21 and 23 years old,Female,Nonmetro
39219025,Between 35 and 49 years old,Female,Large Metro
39219287,Between 50 and 64 years old,Female,Nonmetro
39219903,Between 30 and 34 years old,Female,Small metro
39221691,16 or 17 years old,Female,Large Metro
39222683,Between 35 and 49 years old,Female,Large Metro
39223124,Between 35 and 49 years old,Female,Small metro
39223791,Between 21 and 23 years old,Male,Nonmetro
39224263,Between 26 and 29 years old,Female,Small metro
39224640,Between 35 and 49 years old,Female,Large Metro
39225687,Between 18 and 20 years old,Female,Large Metro
39226021,Between 35 and 49 years old,Male,Large Metro
39227750,Between 35 and 49 years old,Female,Large Metro
39228015,Between 21 and 23 years old,Female,Large Metro
39228082,Between 35 and 49 years old,Female,Large Metro
39228656,Between 35 and 49 years old,Female,Small metro
39228718,16 or 17 years old,Female,Large Metro
39229055,Between 50 and 64 years old,Female,Large Metro
39229398,12 or 13 years old,Female,Small metro
39230089,Between 30 and 34 years old,Male,Small metro
39230118,Between 50 and 64 years old,Male,Large Metro
39230521,Between 35 and 49 years old,Female,Large Metro
39231780,Between 30 and 34 years old,Female,Large Metro
39231895,Between 35 and 49 years old,Female,Large Metro
39232922,Between 18 and 20 years old,Male,Large Metro
39233372,12 or 13 years old,Male,Small metro
39233698,Between 26 and 29 years old,Female,Large Metro
39235573,Between 50 and 64 years old,Male,Large Metro
39235984,Between 35 and 49 years old,Male,Large Metro
39237224,Between 30 and 34 years old,Male,Small metro
39238572,Between 50 and 64 years old,Male,Small metro
39239088,Between 30 and 34 years old,Female,Large Metro
39239863,14 or 15 years old,Male,Small metro
39240368,Between 30 and 34 years old,Female,Nonmetro
39240694,14 or 15 years old,Male,Small metro
39241047,Between 26 and 29 years old,Female,Small metro
39241564,Between 30 and 34 years old,Female,Small metro
39242604,Between 18 and 20 years old,Female,Small metro
39243155,Between 50 and 64 years old,Female,Large Metro
39243808,Between 21 and 23 years old,Female,Nonmetro
39244329,Between 35 and 49 years old,Female,Large Metro
39244644,Between 21 and 23 years old,Male,Small metro
39245743,Between 18 and 20 years old,Female,Large Metro
39247537,Between 50 and 64 years old,Male,Nonmetro
39247692,65 years old or older,Female,Small metro
39247745,Between 21 and 23 years old,Male,Large Metro
39249171,Between 35 and 49 years old,Male,Nonmetro
39249173,Between 35 and 49 years old,Male,Large Metro
39249692,Between 30 and 34 years old,Male,Large Metro
39250677,Between 50 and 64 years old,Male,Small metro
39250874,Between 35 and 49 years old,Male,Nonmetro
39251044,Between 26 and 29 years old,Female,Nonmetro
39252120,Between 30 and 34 years old,Male,Large Metro
39252509,Between 30 and 34 years old,Male,Large Metro
39253099,16 or 17 years old,Female,Nonmetro
39253347,14 or 15 years old,Male,Nonmetro
39255027,16 or 17 years old,Male,Small metro
39256944,Between 21 and 23 years old,Male,Nonmetro
39257037,12 or 13 years old,Female,Large Metro
39257540,Between 18 and 20 years old,Female,Large Metro
39258542,14 or 15 years old,Female,Large Metro
39259501,Between 18 and 20 years old,Female,Large Metro
39259722,16 or 17 years old,Female,Large Metro
39263928,Between 26 and 29 years old,Male,Large Metro
39264080,Between 21 and 23 years old,Male,Nonmetro
39264736,Between 26 and 29 years old,Female,Large Metro
39264812,Between 35 and 49 years old,Female,Small metro
39264850,Between 30 and 34 years old,Female,Small metro
39264857,12 or 13 years old,Female,Small metro
39265741,Between 50 and 64 years old,Male,Small metro
39265787,Between 18 and 20 years old,Male,Nonmetro
39267050,14 or 15 years old,Male,Small metro
39267457,16 or 17 years old,Male,Small metro
39268941,Between 21 and 23 years old,Female,Large Metro
39270166,65 years old or older,Female,Small metro
39270678,Between 30 and 34 years old,Male,Large Metro
39271781,Between 30 and 34 years old,Female,Small metro
39271820,Between 35 and 49 years old,Female,Large Metro
39274204,Between 35 and 49 years old,Female,Small metro
39274538,Between 35 and 49 years old,Female,Large Metro
39274669,16 or 17 years old,Male,Small metro
39275567,Between 50 and 64 years old,Male,Large Metro
39275622,Between 21 and 23 years old,Female,Small metro
39277040,Between 26 and 29 years old,Female,Large Metro
39277670,Between 35 and 49 years old,Male,Nonmetro
39278538,Between 50 and 64 years old,Female,Large Metro
39279059,Between 18 and 20 years old,Male,Large Metro
39279435,16 or 17 years old,Male,Small metro
39279631,Between 30 and 34 years old,Male,Small metro
39280007,Between 50 and 64 years old,Female,Large Metro
39280083,Between 50 and 64 years old,Female,Small metro
39280468,Between 30 and 34 years old,Female,Large Metro
39280631,Between 35 and 49 years old,Female,Small metro
39280667,Between 30 and 34 years old,Male,Small metro
39283001,14 or 15 years old,Male,Nonmetro
39284080,Between 50 and 64 years old,Male,Large Metro
39288762,24 or 25 years old,Male,Small metro
39290232,Between 35 and 49 years old,Male,Small metro
39290881,14 or 15 years old,Female,Large Metro
39291242,Between 50 and 64 years old,Female,Large Metro
39292218,12 or 13 years old,Male,Small metro
39293563,Between 35 and 49 years old,Female,Large Metro
39294224,Between 30 and 34 years old,Male,Nonmetro
39294915,Between 35 and 49 years old,Male,Small metro
39295127,12 or 13 years old,Male,Large Metro
39295418,Between 50 and 64 years old,Male,Large Metro
39295925,Between 18 and 20 years old,Female,Large Metro
39296581,Between 18 and 20 years old,Female,Large Metro
39296676,Between 35 and 49 years old,Female,Large Metro
39296821,Between 50 and 64 years old,Female,Large Metro
39297374,14 or 15 years old,Female,Small metro
39297538,24 or 25 years old,Male,Small metro
39297747,12 or 13 years old,Male,Large Metro
39298034,65 years old or older,Male,Small metro
39298115,Between 35 and 49 years old,Female,Large Metro
39299915,Between 35 and 49 years old,Male,Large Metro
39300187,Between 50 and 64 years old,Male,Large Metro
39300736,Between 35 and 49 years old,Female,Large Metro
39300894,Between 30 and 34 years old,Male,Nonmetro
39301558,Between 30 and 34 years old,Female,Large Metro
39302429,Between 26 and 29 years old,Male,Large Metro
39303888,12 or 13 years old,Male,Large Metro
39304636,12 or 13 years old,Male,Large Metro
39305063,Between 21 and 23 years old,Female,Small metro
39305371,Between 50 and 64 years old,Male,Large Metro
39308275,Between 18 and 20 years old,Female,Large Metro
39308546,16 or 17 years old,Male,Large Metro
39309369,Between 35 and 49 years old,Female,Small metro
39310186,Between 30 and 34 years old,Female,Small metro
39311118,Between 21 and 23 years old,Female,Large Metro
39313120,65 years old or older,Male,Small metro
39314069,Between 21 and 23 years old,Female,Large Metro
39314122,Between 50 and 64 years old,Female,Large Metro
39314746,Between 35 and 49 years old,Female,Small metro
39315931,16 or 17 years old,Male,Small metro
39315953,Between 18 and 20 years old,Male,Small metro
39316873,Between 35 and 49 years old,Female,Small metro
39317282,14 or 15 years old,Male,Large Metro
39317370,Between 30 and 34 years old,Female,Large Metro
39317923,Between 35 and 49 years old,Female,Small metro
39317983,Between 21 and 23 years old,Female,Small metro
39319752,12 or 13 years old,Male,Large Metro
39320186,24 or 25 years old,Male,Small metro
39320210,Between 26 and 29 years old,Male,Large Metro
39320296,65 years old or older,Female,Small metro
39320300,Between 35 and 49 years old,Male,Large Metro
39320357,Between 18 and 20 years old,Male,Small metro
39320552,Between 35 and 49 years old,Female,Nonmetro
39320634,Between 21 and 23 years old,Male,Large Metro
39320769,Between 35 and 49 years old,Female,Small metro
39321980,Between 18 and 20 years old,Female,Small metro
39322100,65 years old or older,Male,Nonmetro
39322968,14 or 15 years old,Male,Nonmetro
39323146,14 or 15 years old,Male,Small metro
39325120,Between 18 and 20 years old,Female,Large Metro
39325167,Between 18 and 20 years old,Male,Small metro
39325210,Between 50 and 64 years old,Male,Small metro
39326029,Between 50 and 64 years old,Female,Large Metro
39326344,Between 35 and 49 years old,Male,Small metro
39326543,Between 35 and 49 years old,Female,Nonmetro
39326592,Between 18 and 20 years old,Female,Small metro
39326664,Between 30 and 34 years old,Female,Large Metro
39329178,65 years old or older,Male,Nonmetro
39329212,Between 35 and 49 years old,Female,Small metro
39329403,Between 30 and 34 years old,Female,Small metro
39330185,Between 35 and 49 years old,Male,Large Metro
39330840,65 years old or older,Male,Large Metro
39331483,12 or 13 years old,Female,Nonmetro
39332758,16 or 17 years old,Male,Large Metro
39333179,Between 26 and 29 years old,Female,Large Metro
39334743,Between 50 and 64 years old,Female,Large Metro
39335005,65 years old or older,Male,Small metro
39335273,Between 30 and 34 years old,Female,Nonmetro
39337380,Between 35 and 49 years old,Male,Small metro
39338060,Between 30 and 34 years old,Male,Large Metro
39339293,14 or 15 years old,Male,Small metro
39339388,Between 18 and 20 years old,Male,Small metro
39339451,14 or 15 years old,Female,Nonmetro
39339576,Between 30 and 34 years old,Female,Small metro
39340313,Between 26 and 29 years old,Female,Large Metro
39340441,Between 35 and 49 years old,Male,Large Metro
39340711,Between 21 and 23 years old,Female,Nonmetro
39341266,16 or 17 years old,Female,Small metro
39341273,Between 35 and 49 years old,Female,Small metro
39342075,24 or 25 years old,Male,Large Metro
39342096,14 or 15 years old,Male,Small metro
39342778,24 or 25 years old,Male,Large Metro
39343121,Between 35 and 49 years old,Female,Small metro
39344000,Between 30 and 34 years old,Male,Small metro
39346329,Between 35 and 49 years old,Female,Nonmetro
39346891,Between 30 and 34 years old,Female,Nonmetro
39346923,Between 30 and 34 years old,Male,Small metro
39349133,12 or 13 years old,Male,Large Metro
39349174,Between 21 and 23 years old,Male,Small metro
39350582,Between 50 and 64 years old,Female,Small metro
39351436,16 or 17 years old,Male,Small metro
39351578,Between 50 and 64 years old,Male,Small metro
39352575,14 or 15 years old,Male,Nonmetro
39353134,Between 35 and 49 years old,Female,Large Metro
39353426,65 years old or older,Female,Large Metro
39353592,Between 35 and 49 years old,Female,Large Metro
39354421,24 or 25 years old,Male,Large Metro
39354805,65 years old or older,Female,Large Metro
39355123,16 or 17 years old,Female,Small metro
39355810,12 or 13 years old,Male,Large Metro
39357544,Between 21 and 23 years old,Male,Large Metro
39357663,14 or 15 years old,Female,Large Metro
39358076,Between 35 and 49 years old,Female,Small metro
39358578,Between 50 and 64 years old,Female,Small metro
39359140,12 or 13 years old,Male,Large Metro
39360263,Between 35 and 49 years old,Male,Large Metro
39360310,Between 18 and 20 years old,Female,Small metro
39361156,Between 30 and 34 years old,Male,Large Metro
39361680,Between 18 and 20 years old,Male,Nonmetro
39361733,Between 50 and 64 years old,Female,Large Metro
39361818,Between 50 and 64 years old,Female,Small metro
39361917,Between 18 and 20 years old,Female,Small metro
39361923,Between 21 and 23 years old,Male,Small metro
39362131,Between 35 and 49 years old,Male,Small metro
39364396,65 years old or older,Female,Large Metro
39366005,Between 18 and 20 years old,Male,Large Metro
39367193,Between 50 and 64 years old,Female,Nonmetro
39367841,14 or 15 years old,Female,Small metro
39368360,14 or 15 years old,Male,Large Metro
39368854,14 or 15 years old,Male,Large Metro
39370896,Between 26 and 29 years old,Female,Nonmetro
39371033,65 years old or older,Male,Large Metro
39371491,12 or 13 years old,Male,Small metro
39372214,24 or 25 years old,Female,Large Metro
39373450,12 or 13 years old,Female,Large Metro
39373701,Between 35 and 49 years old,Male,Large Metro
39375571,12 or 13 years old,Male,Nonmetro
39376287,Between 21 and 23 years old,Female,Large Metro
39376569,Between 30 and 34 years old,Female,Large Metro
39377303,Between 35 and 49 years old,Female,Large Metro
39378147,Between 18 and 20 years old,Male,Small metro
39378494,65 years old or older,Female,Small metro
39379221,14 or 15 years old,Male,Small metro
39380522,Between 30 and 34 years old,Male,Small metro
39380599,65 years old or older,Female,Small metro
39383559,Between 35 and 49 years old,Female,Small metro
39385708,65 years old or older,Male,Large Metro
39388460,Between 35 and 49 years old,Male,Large Metro
39388682,16 or 17 years old,Male,Small metro
39388710,14 or 15 years old,Female,Large Metro
39389750,65 years old or older,Male,Small metro
39389771,Between 50 and 64 years old,Female,Large Metro
39390656,65 years old or older,Male,Nonmetro
39392095,Between 35 and 49 years old,Female,Large Metro
39392414,Between 18 and 20 years old,Female,Large Metro
39392916,Between 26 and 29 years old,Female,Small metro
39392949,Between 50 and 64 years old,Male,Large Metro
39394690,24 or 25 years old,Female,Large Metro
39394891,Between 35 and 49 years old,Male,Small metro
39396496,24 or 25 years old,Male,Large Metro
39396941,Between 18 and 20 years old,Male,Large Metro
39397522,Between 30 and 34 years old,Female,Large Metro
39399862,24 or 25 years old,Male,Small metro
39400090,16 or 17 years old,Male,Nonmetro
39400617,12 or 13 years old,Male,Large Metro
39400834,Between 21 and 23 years old,Female,Nonmetro
39401029,12 or 13 years old,Male,Small metro
39401137,65 years old or older,Female,Small metro
39401159,14 or 15 years old,Female,Large Metro
39401645,16 or 17 years old,Female,Large Metro
39401765,Between 35 and 49 years old,Female,Small metro
39402235,12 or 13 years old,Female,Large Metro
39403335,Between 35 and 49 years old,Male,Nonmetro
39406226,12 or 13 years old,Female,Nonmetro
39407217,65 years old or older,Male,Small metro
39408102,Between 30 and 34 years old,Male,Small metro
39408648,16 or 17 years old,Female,Small metro
39409841,Between 35 and 49 years old,Female,Large Metro
39410035,Between 35 and 49 years old,Male,Small metro
39410293,Between 30 and 34 years old,Female,Large Metro
39410549,Between 35 and 49 years old,Female,Large Metro
39411307,24 or 25 years old,Female,Large Metro
39411423,12 or 13 years old,Male,Large Metro
39411545,12 or 13 years old,Male,Large Metro
39412336,Between 35 and 49 years old,Male,Small metro
39412783,Between 50 and 64 years old,Male,Small metro
39413008,Between 35 and 49 years old,Male,Small metro
39414897,Between 35 and 49 years old,Female,Small metro
39414916,Between 21 and 23 years old,Male,Large Metro
39415254,14 or 15 years old,Male,Small metro
39415264,24 or 25 years old,Female,Nonmetro
39415357,Between 18 and 20 years old,Male,Large Metro
39416671,Between 35 and 49 years old,Female,Small metro
39418328,Between 21 and 23 years old,Female,Large Metro
39418704,24 or 25 years old,Female,Nonmetro
39418803,Between 30 and 34 years old,Female,Large Metro
39419368,65 years old or older,Female,Nonmetro
39420449,Between 35 and 49 years old,Female,Large Metro
39420854,14 or 15 years old,Male,Small metro
39421160,24 or 25 years old,Female,Small metro
39421430,65 years old or older,Female,Small metro
39422304,Between 35 and 49 years old,Female,Large Metro
39422823,14 or 15 years old,Male,Small metro
39423254,Between 18 and 20 years old,Female,Large Metro
39424361,16 or 17 years old,Female,Small metro
39424760,65 years old or older,Female,Large Metro
39426369,16 or 17 years old,Male,Large Metro
39428940,Between 35 and 49 years old,Female,Large Metro
39430299,Between 35 and 49 years old,Female,Small metro
39432973,14 or 15 years old,Male,Large Metro
39433297,Between 18 and 20 years old,Male,Large Metro
39433403,Between 35 and 49 years old,Female,Large Metro
39433686,Between 35 and 49 years old,Female,Nonmetro
39436421,Between 35 and 49 years old,Male,Large Metro
39436813,Between 21 and 23 years old,Male,Small metro
39437525,Between 21 and 23 years old,Male,Large Metro
39438550,Between 26 and 29 years old,Male,Small metro
39438835,Between 35 and 49 years old,Female,Small metro
39440058,65 years old or older,Male,Large Metro
39441352,Between 18 and 20 years old,Female,Small metro
39441390,Between 30 and 34 years old,Female,Large Metro
39441581,Between 35 and 49 years old,Female,Large Metro
39441709,Between 50 and 64 years old,Male,Large Metro
39441927,Between 35 and 49 years old,Female,Large Metro
39442047,Between 35 and 49 years old,Female,Nonmetro
39442715,12 or 13 years old,Female,Small metro
39442973,12 or 13 years old,Female,Large Metro
39443165,Between 35 and 49 years old,Female,Small metro
39444342,14 or 15 years old,Male,Nonmetro
39444726,24 or 25 years old,Female,Large Metro
39445590,Between 35 and 49 years old,Male,Nonmetro
39446727,Between 18 and 20 years old,Male,Large Metro
39447306,Between 50 and 64 years old,Female,Large Metro
39449465,12 or 13 years old,Female,Small metro
39449883,65 years old or older,Male,Small metro
39449966,16 or 17 years old,Female,Small metro
39450884,Between 35 and 49 years old,Male,Small metro
39450892,Between 18 and 20 years old,Male,Large Metro
39451454,16 or 17 years old,Female,Large Metro
39451556,14 or 15 years old,Female,Small metro
39451748,Between 21 and 23 years old,Male,Large Metro
39452246,Between 30 and 34 years old,Male,Nonmetro
39453977,Between 50 and 64 years old,Female,Small metro
39454253,Between 18 and 20 years old,Female,Small metro
39454672,Between 18 and 20 years old,Female,Small metro
39455336,24 or 25 years old,Male,Large Metro
39455984,65 years old or older,Male,Small metro
39457621,24 or 25 years old,Male,Large Metro
39457701,Between 50 and 64 years old,Female,Small metro
39459103,Between 35 and 49 years old,Male,Nonmetro
39459769,Between 35 and 49 years old,Female,Large Metro
39460351,Between 35 and 49 years old,Male,Large Metro
39461059,Between 35 and 49 years old,Female,Small metro
39461857,24 or 25 years old,Male,Small metro
39462602,Between 50 and 64 years old,Male,Nonmetro
39464185,Between 21 and 23 years old,Male,Small metro
39465238,Between 35 and 49 years old,Male,Small metro
39465338,Between 21 and 23 years old,Female,Large Metro
39465418,Between 21 and 23 years old,Male,Large Metro
39465630,Between 50 and 64 years old,Female,Nonmetro
39467842,14 or 15 years old,Female,Small metro
39468134,Between 35 and 49 years old,Female,Large Metro
39468909,Between 30 and 34 years old,Male,Small metro
39469638,16 or 17 years old,Male,Large Metro
39470910,12 or 13 years old,Male,Nonmetro
39471277,Between 30 and 34 years old,Male,Nonmetro
39472266,Between 26 and 29 years old,Female,Nonmetro
39472539,12 or 13 years old,Male,Large Metro
39473021,Between 21 and 23 years old,Female,Small metro
39473025,Between 35 and 49 years old,Female,Large Metro
39474032,Between 21 and 23 years old,Male,Small metro
39474066,Between 18 and 20 years old,Male,Small metro
39474272,65 years old or older,Male,Large Metro
39474985,Between 30 and 34 years old,Female,Small metro
39475552,Between 35 and 49 years old,Female,Large Metro
39476008,Between 21 and 23 years old,Male,Nonmetro
39476258,Between 21 and 23 years old,Female,Small metro
39476392,Between 21 and 23 years old,Female,Small metro
39476727,Between 50 and 64 years old,Female,Small metro
39476759,Between 30 and 34 years old,Female,Small metro
39477452,Between 50 and 64 years old,Female,Nonmetro
39477627,12 or 13 years old,Male,Large Metro
39477853,Between 30 and 34 years old,Male,Large Metro
39477979,12 or 13 years old,Female,Nonmetro
39478232,Between 35 and 49 years old,Female,Nonmetro
39481262,Between 21 and 23 years old,Male,Small metro
39481887,Between 35 and 49 years old,Male,Large Metro
39482010,Between 50 and 64 years old,Female,Large Metro
39482359,Between 35 and 49 years old,Male,Large Metro
39482431,65 years old or older,Male,Small metro
39483376,Between 21 and 23 years old,Female,Small metro
39483861,Between 35 and 49 years old,Male,Large Metro
39483907,Between 18 and 20 years old,Female,Small metro
39484194,Between 35 and 49 years old,Female,Small metro
39486611,Between 50 and 64 years old,Female,Small metro
39486651,24 or 25 years old,Female,Large Metro
39488520,16 or 17 years old,Female,Large Metro
39488674,14 or 15 years old,Male,Large Metro
39489029,24 or 25 years old,Male,Small metro
39492451,Between 35 and 49 years old,Female,Small metro
39492671,65 years old or older,Female,Small metro
39492738,65 years old or older,Male,Large Metro
39493130,Between 35 and 49 years old,Female,Small metro
39496589,16 or 17 years old,Male,Large Metro
39496928,Between 35 and 49 years old,Female,Small metro
39497997,Between 26 and 29 years old,Male,Nonmetro
39498824,Between 26 and 29 years old,Female,Large Metro
39499144,Between 50 and 64 years old,Female,Large Metro
39499807,Between 30 and 34 years old,Male,Small metro
39499837,Between 18 and 20 years old,Female,Small metro
39501713,Between 18 and 20 years old,Male,Small metro
39501846,24 or 25 years old,Male,Large Metro
39503476,12 or 13 years old,Female,Small metro
39504080,Between 35 and 49 years old,Female,Nonmetro
39504508,14 or 15 years old,Female,Small metro
39505096,16 or 17 years old,Female,Large Metro
39505452,Between 21 and 23 years old,Female,Nonmetro
39509909,Between 30 and 34 years old,Female,Large Metro
39509930,Between 30 and 34 years old,Male,Large Metro
39511599,Between 18 and 20 years old,Female,Small metro
39511940,24 or 25 years old,Male,Nonmetro
39512905,24 or 25 years old,Female,Small metro
39512940,Between 35 and 49 years old,Male,Large Metro
39514156,14 or 15 years old,Male,Small metro
39514740,12 or 13 years old,Male,Small metro
39515029,Between 50 and 64 years old,Male,Large Metro
39515120,Between 35 and 49 years old,Male,Small metro
39515493,Between 18 and 20 years old,Female,Large Metro
39515989,Between 30 and 34 years old,Female,Small metro
39516409,65 years old or older,Female,Large Metro
39517530,14 or 15 years old,Female,Nonmetro
39517822,Between 30 and 34 years old,Female,Large Metro
39519501,Between 30 and 34 years old,Male,Nonmetro
39519979,Between 18 and 20 years old,Male,Small metro
39521294,65 years old or older,Female,Small metro
39521372,Between 35 and 49 years old,Male,Small metro
39521731,Between 26 and 29 years old,Female,Small metro
39522567,24 or 25 years old,Female,Small metro
39522960,14 or 15 years old,Female,Small metro
39523143,65 years old or older,Male,Nonmetro
39523813,Between 18 and 20 years old,Female,Large Metro
39524344,Between 35 and 49 years old,Male,Nonmetro
39525322,14 or 15 years old,Male,Large Metro
39525774,Between 21 and 23 years old,Female,Small metro
39526199,Between 35 and 49 years old,Female,Large Metro
39527148,Between 35 and 49 years old,Male,Small metro
39527416,Between 30 and 34 years old,Female,Small metro
39528681,Between 35 and 49 years old,Female,Small metro
39529478,Between 50 and 64 years old,Male,Small metro
39529679,Between 26 and 29 years old,Male,Small metro
39531698,Between 35 and 49 years old,Male,Small metro
39532734,Between 50 and 64 years old,Female,Large Metro
39532890,Between 35 and 49 years old,Male,Large Metro
39533332,Between 35 and 49 years old,Male,Large Metro
39533869,24 or 25 years old,Female,Large Metro
39533894,12 or 13 years old,Female,Large Metro
39533971,Between 35 and 49 years old,Female,Small metro
39534093,Between 18 and 20 years old,Female,Small metro
39534488,Between 18 and 20 years old,Female,Small metro
39535297,24 or 25 years old,Female,Small metro
39537338,Between 35 and 49 years old,Female,Large Metro
39539191,Between 30 and 34 years old,Female,Small metro
39540735,Between 18 and 20 years old,Female,Nonmetro
39540866,Between 18 and 20 years old,Male,Large Metro
39541633,Between 35 and 49 years old,Male,Large Metro
39541923,65 years old or older,Female,Small metro
39542016,16 or 17 years old,Male,Small metro
39542439,24 or 25 years old,Male,Small metro
39543067,Between 30 and 34 years old,Male,Nonmetro
39543980,Between 26 and 29 years old,Female,Small metro
39544385,65 years old or older,Male,Large Metro
39545245,Between 21 and 23 years old,Male,Small metro
39547215,Between 35 and 49 years old,Female,Large Metro
39547846,12 or 13 years old,Male,Small metro
39548204,Between 21 and 23 years old,Male,Large Metro
39548820,Between 35 and 49 years old,Female,Large Metro
39549823,12 or 13 years old,Female,Large Metro
39551061,Between 50 and 64 years old,Female,Large Metro
39551195,Between 50 and 64 years old,Female,Nonmetro
39551484,Between 35 and 49 years old,Male,Small metro
39552261,Between 35 and 49 years old,Female,Large Metro
39554175,65 years old or older,Female,Large Metro
39556431,24 or 25 years old,Female,Small metro
39556878,16 or 17 years old,Male,Small metro
39558332,Between 35 and 49 years old,Female,Small metro
39558817,12 or 13 years old,Female,Large Metro
39559760,16 or 17 years old,Female,Small metro
39559963,Between 50 and 64 years old,Male,Small metro
39560384,12 or 13 years old,Female,Nonmetro
39560983,Between 50 and 64 years old,Male,Nonmetro
39561232,Between 35 and 49 years old,Female,Small metro
39561345,65 years old or older,Male,Small metro
39561590,14 or 15 years old,Male,Large Metro
39562124,Between 26 and 29 years old,Male,Large Metro
39562221,Between 50 and 64 years old,Female,Small metro
39562293,65 years old or older,Male,Large Metro
39563458,Between 30 and 34 years old,Female,Small metro
39563737,65 years old or older,Female,Small metro
39564867,Between 35 and 49 years old,Female,Small metro
39566674,24 or 25 years old,Female,Small metro
39567313,Between 26 and 29 years old,Female,Large Metro
39570751,Between 30 and 34 years old,Female,Nonmetro
39571827,Between 18 and 20 years old,Male,Large Metro
39571933,14 or 15 years old,Male,Large Metro
39572644,Between 35 and 49 years old,Male,Large Metro
39573242,Between 21 and 23 years old,Male,Nonmetro
39575205,Between 18 and 20 years old,Male,Large Metro
39575463,Between 21 and 23 years old,Male,Nonmetro
39575975,65 years old or older,Female,Small metro
39576724,Between 18 and 20 years old,Female,Small metro
39577194,Between 35 and 49 years old,Male,Large Metro
39577503,Between 35 and 49 years old,Female,Large Metro
39577937,65 years old or older,Male,Small metro
39578739,Between 30 and 34 years old,Male,Large Metro
39579635,Between 30 and 34 years old,Male,Large Metro
39579871,16 or 17 years old,Female,Large Metro
39581994,65 years old or older,Female,Large Metro
39582032,Between 30 and 34 years old,Male,Large Metro
39582138,Between 26 and 29 years old,Female,Small metro
39582224,16 or 17 years old,Female,Small metro
39582962,Between 21 and 23 years old,Male,Large Metro
39583917,24 or 25 years old,Female,Small metro
39584010,Between 21 and 23 years old,Female,Small metro
39584248,16 or 17 years old,Female,Large Metro
39585313,14 or 15 years old,Male,Large Metro
39585901,Between 35 and 49 years old,Female,Large Metro
39587267,Between 35 and 49 years old,Female,Small metro
39587917,Between 18 and 20 years old,Male,Small metro
39589016,Between 35 and 49 years old,Male,Small metro
39589241,Between 30 and 34 years old,Female,Large Metro
39589535,Between 21 and 23 years old,Female,Small metro
39589756,65 years old or older,Female,Large Metro
39591608,Between 26 and 29 years old,Male,Large Metro
